[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=0) = 0.0
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=1) = -2.0000000000000004
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=2) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=3) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=4) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=5) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=6) = -4.0
[2025-10-05 22:36:57] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1) = -0.219970703125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 445) = -1.86572265625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 479) = 0.04638671875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 430) = -1.762939453125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 460) = -2.255615234375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 432) = -1.548583984375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 462) = -1.438232421875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 480) = 0.0146484375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 446) = -1.69384765625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 437) = -1.8388671875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 433) = -1.7939453125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 463) = -1.701904296875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 431) = -2.13916015625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 461) = -2.338623046875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 447) = -1.652099609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 481) = -0.076904296875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 438) = -2.359130859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 434) = -1.7275390625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 432) = -2.140380859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 462) = -2.404296875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 464) = -1.69677734375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 439) = -2.359375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 482) = -0.02880859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 448) = -1.9111328125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 435) = -1.906982421875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 463) = -1.855712890625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 465) = -1.72216796875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 433) = -1.93896484375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 483) = -0.0380859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 440) = -1.980712890625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 449) = -1.963623046875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 436) = -2.189208984375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 466) = -1.67724609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 464) = -2.2216796875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 484) = 0.0224609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 434) = -2.037841796875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 441) = -2.316650390625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 437) = -2.078857421875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 450) = -1.555908203125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 467) = -1.75341796875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 465) = -2.6416015625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 435) = -2.0146484375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 485) = -0.01953125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 442) = -2.2021484375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 438) = -2.119140625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 451) = -1.6728515625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 436) = -2.082275390625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 486) = 0.03076171875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 443) = -2.220458984375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 466) = -2.557373046875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 439) = -2.30859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 452) = -1.59814453125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 487) = 0.017578125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 468) = -1.774169921875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 444) = -2.387451171875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 437) = -2.1611328125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 467) = -1.7626953125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 440) = -1.62255859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 453) = -1.64990234375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 488) = 0.0185546875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 469) = -1.50634765625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 445) = -2.1953125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 438) = -2.119384765625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 468) = -2.0546875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 489) = -0.010986328125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 441) = -2.245849609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 454) = -2.211181640625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 470) = -1.398681640625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 469) = -2.20849609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 439) = -1.88720703125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 446) = -2.321044921875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 490) = -0.02099609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 455) = -1.906982421875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 442) = -2.14453125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 471) = -1.583251953125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 470) = -2.478271484375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 440) = -1.9833984375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 447) = -2.08740234375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 456) = -2.160888671875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 491) = -0.028564453125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 443) = -1.79443359375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 472) = -1.408935546875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 471) = -2.49365234375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 441) = -2.183349609375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 448) = -2.26025390625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 457) = -1.880859375
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 492) = 0.03125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 444) = -2.21044921875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 473) = -1.660400390625
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 442) = -2.114013671875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 458) = -2.04736328125
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 493) = 0.043701171875
[2025-10-05 22:37:28] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 449) = -2.25341796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 445) = -2.248046875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 474) = -1.694580078125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 443) = -2.060302734375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 494) = 0.012939453125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 450) = -2.146728515625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 475) = -1.647216796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 459) = -2.089599609375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 472) = -2.18115234375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 446) = -1.723388671875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 444) = -1.99072265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 495) = -0.00341796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 451) = -2.44384765625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 460) = -1.822998046875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 476) = -1.426025390625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 447) = -2.174072265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 445) = -2.125732421875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 496) = 0.0068359375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 477) = -1.591064453125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 461) = -2.318603515625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 452) = -2.126953125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 473) = -2.080322265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 446) = -2.090576171875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 497) = 0.025390625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 448) = -2.158935546875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 478) = -1.684814453125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 462) = -2.031982421875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 453) = -1.92822265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 479) = -1.6298828125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 498) = 0.00439453125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 447) = -2.110107421875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 449) = -1.42578125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 474) = -2.21484375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 463) = -1.548828125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 454) = -2.246337890625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 499) = 0.013427734375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 450) = -2.032958984375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 480) = -1.62060546875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 448) = -2.109130859375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 475) = -2.136474609375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 464) = -2.004638671875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 455) = -2.084716796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 449) = -1.753662109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 500) = -0.02587890625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 451) = -2.32373046875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 481) = -1.765380859375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 476) = -2.460205078125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 456) = -2.10205078125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 465) = -1.84912109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 450) = -1.985595703125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 452) = -1.56396484375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 501) = -0.009521484375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 482) = -1.790771484375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 477) = -2.22119140625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 457) = -2.43701171875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 451) = -1.7841796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 466) = -2.127685546875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 453) = -1.94482421875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 502) = 0.0048828125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 478) = -2.43310546875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 483) = -1.760986328125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 458) = -2.267578125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 452) = -1.833740234375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 503) = 0.00390625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 454) = -2.1455078125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 479) = -1.86181640625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 484) = -1.769287109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 467) = -1.847412109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 459) = -2.227294921875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 504) = -0.021484375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 453) = -1.97412109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 455) = -1.983154296875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 480) = -2.203369140625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 485) = -1.505615234375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 468) = -2.12109375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 460) = -2.194091796875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 454) = -1.957275390625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 505) = 0.016845703125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 481) = -2.419677734375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 456) = -2.1171875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 486) = -1.6435546875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 469) = -1.814697265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 506) = 0.0029296875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 461) = -2.01318359375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 482) = -2.0986328125
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 487) = -1.58447265625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 457) = -1.9404296875
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 455) = -1.94775390625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 470) = -2.1943359375
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 507) = 0.01416015625
[2025-10-05 22:37:29] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 483) = -2.458984375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 458) = -2.117431640625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 462) = -2.219482421875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 456) = -1.998779296875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 471) = -2.18798828125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 488) = -1.64013671875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 508) = 0.009521484375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 484) = -2.388427734375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 463) = -1.9931640625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 459) = -2.2412109375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 457) = -2.124267578125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 472) = -1.890380859375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 509) = 0.001953125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 489) = -1.599609375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 485) = -2.495849609375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 473) = -1.761474609375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 464) = -2.141357421875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 458) = -2.17333984375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 460) = -1.9921875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 510) = -0.001953125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 490) = -1.692138671875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 486) = -2.29736328125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 465) = -2.287841796875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 459) = -2.02685546875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 461) = -1.78857421875
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 474) = -2.290283203125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 511) = 0.01708984375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 491) = -1.666015625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 487) = -2.32080078125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 512) = -0.07958984375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 466) = -2.288818359375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 475) = -2.28369140625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 462) = -2.158447265625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 460) = -2.150390625
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 488) = -2.464599609375
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 492) = -1.675048828125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 461) = -1.598876953125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 476) = -1.6328125
[2025-10-05 22:37:30] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 463) = -2.282470703125
